,sun_Angle,sensor_value
0,0.01308996938995747,0.8033333333333333
1,0.02617993877991494,1.053311915226835
2,0.039269908169872414,1.303161995821112
3,0.05235987755982988,1.5527551105138757
4,0.06544984694978735,1.8019628680879076
5,0.07853981633974483,2.0506569873815876
6,0.09162978572970229,2.2987093339330253
7,0.10471975511965977,2.5459919565889915
8,0.11780972450961724,2.7923771240698803
9,0.1308996938995747,3.0377373614819176
10,0.14398966328953217,3.2819454867678597
11,0.15707963267948966,3.5248746470874264
12,0.17016960206944712,3.766398355118747
13,0.18325957145940458,4.006390525272086
14,0.19634954084936207,4.244725509807175
15,0.20943951023931953,4.481278134845447
16,0.222529479629277,4.715923736268556
17,0.23561944901923448,4.948538195494511
18,0.24870941840919195,5.178997975122878
19,0.2617993877991494,5.407180154440417
20,0.2748893571891069,5.632962464778675
21,0.28797932657906433,5.6156095156015695
22,0.3010692959690218,5.597432007674299
23,0.3141592653589793,5.578433055619267
24,0.32724923474893675,5.558615914809103
25,0.34033920413889424,5.537983980808861
26,0.3534291735288517,5.516540788794225
27,0.36651914291880916,5.494290012945754
28,0.37960911230876665,5.471235465819341
29,0.39269908169872414,5.447381097692954
30,0.4057890510886816,5.422730995889768
31,0.41887902047863906,5.397289384077825
32,0.43196898986859655,5.371060621546339
33,0.445058959258554,5.344049202458741
34,0.4581489286485115,5.316259755082637
35,0.47123889803846897,5.287697040996775
36,0.4843288674284264,5.258365954275173
37,0.4974188368183839,5.228271520648543
38,0.5105088062083414,5.1974188966431605
39,0.5235987755982988,5.165813368697319
40,0.5366887449882562,5.133460352255526
41,0.5497787143782138,5.100365390840597
42,0.5628686837681712,5.0665341551037955
43,0.5759586531581287,5.0319724418532
44,0.5890486225480862,4.996686173060454
45,0.6021385919380436,4.96068139484606
46,0.6152285613280011,4.923964276443411
47,0.6283185307179586,4.886541109141729
48,0.6414085001079161,4.848418305208071
49,0.6544984694978735,4.809602396788638
50,0.667588438887831,4.77010003478951
51,0.6806784082777885,4.729917987737058
52,0.6937683776677459,4.689063140618188
53,0.7068583470577035,4.647542493700631
54,0.7199483164476609,4.605363161333488
55,0.7330382858376183,4.562532370728221
56,0.7461282552275759,4.519057460720306
57,0.7592182246175333,4.474945880511761
58,0.7723081940074907,4.430205188394773
59,0.7853981633974483,4.384843050456605
60,0.7984881327874057,4.338867239266071
61,0.8115781021773631,4.292285632541734
62,0.8246680715673207,4.245106211802104
63,0.8377580409572781,4.197337060998042
64,0.8508480103472356,4.148986365127625
65,0.8639379797371931,4.100062408833679
66,0.8770279491271505,4.050573574984252
67,0.890117918517108,4.000528343236257
68,0.9032078879070655,3.9499352885825214
69,0.916297857297023,3.898803079882503
70,0.9293878266869804,3.8471404783769363
71,0.9424777960769379,3.7949563361866296
72,0.9555677654668954,3.742259594795699
73,0.9686577348568528,3.689059283519502
74,0.9817477042468103,3.6353645179574983
75,0.9948376736367678,3.5811844984313446
76,1.0079276430267252,3.5265285084084694
77,1.0210176124166828,3.4714059129113912
78,1.03410758180664,3.4158261569130777
79,1.0471975511965976,3.359798763718595
80,1.0602875205865552,3.303333333333334
81,1.0733774899765125,3.2464395408181086
82,1.08646745936647,3.189127134631376
83,1.0995574287564276,3.1314059349588916
84,1.112647398146385,3.0732858320310683
85,1.1257373675363425,3.0147767844283404
86,1.1388273369263,2.95588881737481
87,1.1519173063162573,2.8966320210204746
88,1.1650072757062149,2.837016548712335
89,1.1780972450961724,2.777052615254671
90,1.1911872144861297,2.716750495158782
